submission_id,benchmark,split,display_name,reported_score_percent,agent,agent_org,model_ids,model_display,model_org,attempts,attempts_raw,checked,checked_raw,open_source_system,open_source_system_raw,open_source_model,open_source_model_raw,resolved_count,no_generation_count,no_logs_count,assets_json,metadata_path,results_path,reconstructed_resolved_count,n_tasks,reconstructed_score_percent,resolved_count_matches,score_difference_percent,reported_score_available,reported_score_matches
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,swe-bench,verified,SWE-Fixer (Qwen2.5-7b retriever + Qwen2.5-72b editor) 20241128,,SWE-Fixer,,"[""Qwen 2.5""]",Qwen2.5 (7B + 72B),Qwen,,2+,False,false,True,true,False,false,151,2,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128/trajs""}",external/swebench-experiments/evaluation/verified/20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128/metadata.yaml,external/swebench-experiments/evaluation/verified/20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128/results/results.json,151,500,30.2,True,,False,False
20241202_agentless-1.5_claude-3.5-sonnet-20241022,swe-bench,verified,Agentless-1.5 + Claude-3.5 Sonnet (20241022),,Agentless-1.5,Agentless,"[""claude-3-5-sonnet-20241022""]",Claude 3.5 Sonnet,Anthropic,,2+,False,false,True,true,False,false,254,3,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241202_agentless-1.5_claude-3.5-sonnet-20241022/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241202_agentless-1.5_claude-3.5-sonnet-20241022/trajs""}",external/swebench-experiments/evaluation/verified/20241202_agentless-1.5_claude-3.5-sonnet-20241022/metadata.yaml,external/swebench-experiments/evaluation/verified/20241202_agentless-1.5_claude-3.5-sonnet-20241022/results/results.json,254,500,50.8,True,,False,False
20241202_amazon-q-developer-agent-20241202-dev,swe-bench,verified,Amazon Q Developer Agent (v20241202-dev),,Amazon Q Developer Agent,AWS,[],Undisclosed,,,2+,False,false,False,false,False,false,275,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241202_amazon-q-developer-agent-20241202-dev/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241202_amazon-q-developer-agent-20241202-dev/trajs""}",external/swebench-experiments/evaluation/verified/20241202_amazon-q-developer-agent-20241202-dev/metadata.yaml,external/swebench-experiments/evaluation/verified/20241202_amazon-q-developer-agent-20241202-dev/results/results.json,275,500,55.0,True,,False,False
20241208_gru,swe-bench,verified,Gru(2024-12-08),,Gru,,[],Undisclosed,,,2+,False,false,False,false,False,false,285,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241208_gru/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241208_gru/trajs""}",external/swebench-experiments/evaluation/verified/20241208_gru/metadata.yaml,external/swebench-experiments/evaluation/verified/20241208_gru/results/results.json,285,500,57.0,True,,False,False
20241212_epam-ai-run-claude-3-5-sonnet,swe-bench,verified,EPAM AI/Run Developer Agent v20241212 + Anthopic Claude 3.5 Sonnet,,EPAM AI/Run Developer Agent,,"[""claude-3-5-sonnet-20241022""]",Claude 3.5 Sonnet,Anthropic,,2+,False,false,False,false,False,false,277,9,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241212_epam-ai-run-claude-3-5-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241212_epam-ai-run-claude-3-5-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20241212_epam-ai-run-claude-3-5-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20241212_epam-ai-run-claude-3-5-sonnet/results/results.json,277,500,55.4,True,,False,False
20241212_google_jules_gemini_2.0_flash_experimental,swe-bench,verified,Google Jules + Gemini 2.0 Flash (v20241212-experimental),,Google Jules,Google,[],Gemini 2.0 Flash (v20241212-experimental),Google DeepMind,,2+,False,false,False,false,False,false,261,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241212_google_jules_gemini_2.0_flash_experimental/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241212_google_jules_gemini_2.0_flash_experimental/trajs""}",external/swebench-experiments/evaluation/verified/20241212_google_jules_gemini_2.0_flash_experimental/metadata.yaml,external/swebench-experiments/evaluation/verified/20241212_google_jules_gemini_2.0_flash_experimental/results/results.json,261,500,52.2,True,,False,False
20241213_devlo,swe-bench,verified,devlo,,devlo,,[],Undisclosed,,,2+,False,false,False,false,False,false,291,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241213_devlo/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241213_devlo/trajs""}",external/swebench-experiments/evaluation/verified/20241213_devlo/metadata.yaml,external/swebench-experiments/evaluation/verified/20241213_devlo/results/results.json,291,500,58.2,True,,False,False
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,swe-bench,verified,CodeStory Midwit Agent + swe-search,,CodeStory Midwit Agent,,"[""claude-3-5-sonnet-20241022""]",swe-search,Anthropic,,2+,False,false,False,false,False,false,311,45,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241221_codestory_midwit_claude-3-5-sonnet_swe-search/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241221_codestory_midwit_claude-3-5-sonnet_swe-search/trajs""}",external/swebench-experiments/evaluation/verified/20241221_codestory_midwit_claude-3-5-sonnet_swe-search/metadata.yaml,external/swebench-experiments/evaluation/verified/20241221_codestory_midwit_claude-3-5-sonnet_swe-search/results/results.json,311,500,62.2,True,,False,False
20241223_emergent,swe-bench,verified,Emergent E1 (v2024-12-23),,Emergent E1,,"[""claude-3-5-sonnet-20241022"", ""gpt-4o-2024-08-06""]",Multiple,Anthropic,,2+,False,false,False,false,False,false,286,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20241223_emergent/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20241223_emergent/trajs""}",external/swebench-experiments/evaluation/verified/20241223_emergent/metadata.yaml,external/swebench-experiments/evaluation/verified/20241223_emergent/results/results.json,286,500,57.2,True,,False,False
20250110_blackboxai_agent_v1.1,swe-bench,verified,Blackbox AI Agent,,Blackbox AI Agent,,[],Undisclosed,,,2+,False,false,False,false,False,false,314,20,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250110_blackboxai_agent_v1.1/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250110_blackboxai_agent_v1.1/trajs""}",external/swebench-experiments/evaluation/verified/20250110_blackboxai_agent_v1.1/metadata.yaml,external/swebench-experiments/evaluation/verified/20250110_blackboxai_agent_v1.1/results/results.json,314,500,62.8,True,,False,False
20250110_learn_by_interact_claude3.5,swe-bench,verified,Learn-by-interact,,Learn-by-interact,Google,"[""claude-3-5-sonnet-20241022""]",Claude 3.5 Sonnet,Anthropic,,2+,False,false,False,false,False,false,301,0,90,"{""logs"": ""s3://swe-bench-submissions/verified/20250110_learn_by_interact_claude3.5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250110_learn_by_interact_claude3.5/trajs""}",external/swebench-experiments/evaluation/verified/20250110_learn_by_interact_claude3.5/metadata.yaml,external/swebench-experiments/evaluation/verified/20250110_learn_by_interact_claude3.5/results/results.json,301,500,60.2,True,,False,False
20250112_ugaiforge,swe-bench,verified,ugaiforge,,ugaiforge,,[],Undisclosed,,,2+,False,false,False,false,False,false,208,7,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250112_ugaiforge/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250112_ugaiforge/trajs""}",external/swebench-experiments/evaluation/verified/20250112_ugaiforge/metadata.yaml,external/swebench-experiments/evaluation/verified/20250112_ugaiforge/results/results.json,208,500,41.6,True,,False,False
20250117_wandb_programmer_o1_crosscheck5,swe-bench,verified,W&B Programmer O1 crosscheck5,,W&B Programmer O1 crosscheck5,,"[""o1-preview""]",o1-preview,OpenAI,,2+,False,false,False,false,False,false,323,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250117_wandb_programmer_o1_crosscheck5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250117_wandb_programmer_o1_crosscheck5/trajs""}",external/swebench-experiments/evaluation/verified/20250117_wandb_programmer_o1_crosscheck5/metadata.yaml,external/swebench-experiments/evaluation/verified/20250117_wandb_programmer_o1_crosscheck5/results/results.json,323,500,64.6,True,,False,False
20250118_codeshellagent_gemini_2.0_flash_experimental,swe-bench,verified,CodeShellAgent + Gemini 2.0 Flash (Experimental),,CodeShellAgent,,"[""gemini-2.0-flash-exp""]",Gemini 2.0 Flash (Experimental),Google DeepMind,,2+,False,false,False,false,False,false,221,13,1,"{""logs"": ""evaluation/verified/20250118_codeshellagent_gemini_2.0_flash_experimental/logs"", ""trajs"": ""evaluation/verified/20250118_codeshellagent_gemini_2.0_flash_experimental/trajs""}",external/swebench-experiments/evaluation/verified/20250118_codeshellagent_gemini_2.0_flash_experimental/metadata.yaml,external/swebench-experiments/evaluation/verified/20250118_codeshellagent_gemini_2.0_flash_experimental/results/results.json,221,500,44.2,True,,False,False
20250120_Bracket,swe-bench,verified,Bracket.sh,,Bracket.sh,,[],Undisclosed,,,2+,False,false,False,false,False,false,266,17,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250120_Bracket/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250120_Bracket/trajs""}",external/swebench-experiments/evaluation/verified/20250120_Bracket/metadata.yaml,external/swebench-experiments/evaluation/verified/20250120_Bracket/results/results.json,266,500,53.2,True,,False,False
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,swe-bench,verified,AutoCodeRover-v2.1 (Claude-3.5-Sonnet-20241022),,AutoCodeRover-v2.1,,"[""claude-3-5-sonnet-20241022""]",Claude 3.5-Sonnet-20241022,Anthropic,,2+,False,false,False,false,False,false,258,5,0,"{""logs"": null, ""trajs"": null}",external/swebench-experiments/evaluation/verified/20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022/metadata.yaml,external/swebench-experiments/evaluation/verified/20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022/results/results.json,258,500,51.6,True,,False,False
20250203_openhands_4x_scaled,swe-bench,verified,OpenHands + 4x Scaled (2024-02-03),,OpenHands,OpenHands,[],4x Scaled,,,2+,True,true,True,true,False,false,304,0,2,"{""logs"": ""s3://swe-bench-submissions/verified/20250203_openhands_4x_scaled/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250203_openhands_4x_scaled/trajs""}",external/swebench-experiments/evaluation/verified/20250203_openhands_4x_scaled/metadata.yaml,external/swebench-experiments/evaluation/verified/20250203_openhands_4x_scaled/results/results.json,304,500,60.8,True,,False,False
20250206_agentscope,swe-bench,verified,AgentScope,,AgentScope,Alibaba,"[""claude-3-5-sonnet-20241022""]",Claude 3.5 Sonnet,Anthropic,,2+,False,false,False,false,False,false,317,2,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250206_agentscope/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250206_agentscope/trajs""}",external/swebench-experiments/evaluation/verified/20250206_agentscope/metadata.yaml,external/swebench-experiments/evaluation/verified/20250206_agentscope/results/results.json,317,500,63.4,True,,False,False
20250214_agentless_lite_o3_mini,swe-bench,verified,Agentless Lite + O3 Mini (20250214),,Agentless Lite,Agentless,"[""o3-mini""]",O3 Mini,OpenAI,,2+,True,true,True,true,False,false,212,10,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250214_agentless_lite_o3_mini/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250214_agentless_lite_o3_mini/trajs""}",external/swebench-experiments/evaluation/verified/20250214_agentless_lite_o3_mini/metadata.yaml,external/swebench-experiments/evaluation/verified/20250214_agentless_lite_o3_mini/results/results.json,212,500,42.4,True,,False,False
20250224_tools_claude-3-7-sonnet,swe-bench,verified,Tools + Claude 3.7 Sonnet (2025-02-24),,Tools,Anthropic,[],Claude 3.7 Sonnet,Anthropic,,2+,False,false,False,false,False,false,316,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250224_tools_claude-3-7-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250224_tools_claude-3-7-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250224_tools_claude-3-7-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250224_tools_claude-3-7-sonnet/results/results.json,316,500,63.2,True,,False,False
20250225_sweagent_claude-3-7-sonnet,swe-bench,verified,SWE-agent + Claude 3.7 Sonnet w/ Review Heavy,,SWE-agent,SWE-agent,"[""claude-3-7-sonnet-20250219""]",Claude 3.7 Sonnet w/ Review Heavy,Anthropic,,2+,True,true,True,true,False,false,312,2,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250225_sweagent_claude-3-7-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250225_sweagent_claude-3-7-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250225_sweagent_claude-3-7-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250225_sweagent_claude-3-7-sonnet/results/results.json,312,500,62.4,True,,False,False
20250226_swerl_llama3_70b,swe-bench,verified,SWE-RL (Llama3-SWE-RL-70B + Agentless Mini) (20250226),,Agentless Mini,Agentless,"[""Llama3-SWE-RL-70B""]",Llama3-SWE-RL-70B,Meta,,2+,False,false,True,true,False,false,206,0,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250226_swerl_llama3_70b/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250226_swerl_llama3_70b/trajs""}",external/swebench-experiments/evaluation/verified/20250226_swerl_llama3_70b/metadata.yaml,external/swebench-experiments/evaluation/verified/20250226_swerl_llama3_70b/results/results.json,206,500,41.2,True,,False,False
20250228_epam-ai-run-claude-3-5-sonnet,swe-bench,verified,EPAM AI/Run Developer Agent v20250219 + Anthopic Claude 3.5 Sonnet,,EPAM AI/Run Developer Agent,,"[""claude-3-5-sonnet-20241022""]",Claude 3.5 Sonnet,Anthropic,,2+,False,false,False,false,False,false,314,4,4,"{""logs"": ""s3://swe-bench-submissions/verified/20250228_epam-ai-run-claude-3-5-sonnet/logs/"", ""trajs"": ""s3://swe-bench-submissions/verified/20250228_epam-ai-run-claude-3-5-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250228_epam-ai-run-claude-3-5-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250228_epam-ai-run-claude-3-5-sonnet/results/results.json,314,500,62.8,True,,False,False
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,swe-bench,verified,SWE-Fixer (Qwen2.5-7b retriever + Qwen2.5-72b editor),,SWE-Fixer,,"[""Qwen 2.5""]",Qwen2.5 (7B + 72B),Qwen,1.0,1,True,true,True,true,True,true,164,19,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/trajs""}",external/swebench-experiments/evaluation/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/metadata.yaml,external/swebench-experiments/evaluation/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/results/results.json,164,500,32.8,True,,False,False
20250316_augment_agent_v0,swe-bench,verified,Augment Agent v0,,Augment Agent v0,,[],Undisclosed,,,2+,False,false,True,true,False,false,327,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250316_augment_agent_v0/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250316_augment_agent_v0/trajs""}",external/swebench-experiments/evaluation/verified/20250316_augment_agent_v0/metadata.yaml,external/swebench-experiments/evaluation/verified/20250316_augment_agent_v0/results/results.json,327,500,65.4,True,,False,False
20250405_amazon-q-developer-agent-20250405-dev,swe-bench,verified,Amazon Q Developer Agent (v20250405-dev),,Amazon Q Developer Agent,AWS,[],Undisclosed,,,2+,False,false,False,false,False,false,327,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250405_amazon-q-developer-agent-20250405-dev/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250405_amazon-q-developer-agent-20250405-dev/trajs""}",external/swebench-experiments/evaluation/verified/20250405_amazon-q-developer-agent-20250405-dev/metadata.yaml,external/swebench-experiments/evaluation/verified/20250405_amazon-q-developer-agent-20250405-dev/results/results.json,327,500,65.4,True,,False,False
20250405_swe-rizzo_claude37,swe-bench,verified,SWE-Rizzo,,SWE-Rizzo,,[],Undisclosed,,,2+,False,false,True,true,False,false,283,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250405_swe-rizzo_claude37/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250405_swe-rizzo_claude37/trajs""}",external/swebench-experiments/evaluation/verified/20250405_swe-rizzo_claude37/metadata.yaml,external/swebench-experiments/evaluation/verified/20250405_swe-rizzo_claude37/results/results.json,283,500,56.6,True,,False,False
20250410_cortexa,swe-bench,verified,Nemotron-CORTEXA,,Nemotron-CORTEXA,NVIDIA,"[""NV-EmbedCode"", ""claude-3-5-sonnet-20241022"", ""deepseek-v3"", ""o3-mini"", ""gpt-4o-2024-05-13"", ""gpt-4-turbo-2024-04-09"", ""Qwen/Qwen2.5-72B-Instruct"", ""meta-llama/Llama-3.1-405B-Instruct"", ""meta-llama/Llama-3.3-70B-Instruct""]",Multiple,Anthropic,,2+,True,true,False,false,False,false,291,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250410_cortexa/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250410_cortexa/trajs""}",external/swebench-experiments/evaluation/verified/20250410_cortexa/metadata.yaml,external/swebench-experiments/evaluation/verified/20250410_cortexa/results/results.json,291,500,58.2,True,,False,False
20250415_openhands,swe-bench,verified,OpenHands,,OpenHands,OpenHands,[],Undisclosed,,,2+,True,true,True,true,False,false,329,0,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250415_openhands/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250415_openhands/trajs""}",external/swebench-experiments/evaluation/verified/20250415_openhands/metadata.yaml,external/swebench-experiments/evaluation/verified/20250415_openhands/results/results.json,329,500,65.8,True,,False,False
20250430_zencoder_ai,swe-bench,verified,Zencoder (2025-04-30),,Zencoder,,"[""claude-3-7-sonnet-20250219"", ""o4-mini""]",Multiple,Anthropic,,2+,,,False,false,False,false,350,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250430_zencoder_ai/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250430_zencoder_ai/trajs""}",external/swebench-experiments/evaluation/verified/20250430_zencoder_ai/metadata.yaml,external/swebench-experiments/evaluation/verified/20250430_zencoder_ai/results/results.json,350,500,70.0,True,,False,False
20250503_patchpilot-v1.1-o4-mini,swe-bench,verified,PatchPilot-v1.1,,PatchPilot-v1.1,,"[""o4-mini""]",o4-mini,OpenAI,,2+,False,false,True,true,False,false,323,13,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250503_patchpilot-v1.1-o4-mini/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250503_patchpilot-v1.1-o4-mini/trajs""}",external/swebench-experiments/evaluation/verified/20250503_patchpilot-v1.1-o4-mini/metadata.yaml,external/swebench-experiments/evaluation/verified/20250503_patchpilot-v1.1-o4-mini/results/results.json,323,500,64.6,True,,False,False
20250511_sweagent_lm_32b,swe-bench,verified,SWE-agent + SWE-agent-LM-32B,,SWE-agent,SWE-agent,"[""Qwen 2.5""]",SWE-agent-LM-32B,Qwen,1.0,1,True,true,True,true,True,true,201,4,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250511_sweagent_lm_32b/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250511_sweagent_lm_32b/trajs""}",external/swebench-experiments/evaluation/verified/20250511_sweagent_lm_32b/metadata.yaml,external/swebench-experiments/evaluation/verified/20250511_sweagent_lm_32b/results/results.json,201,500,40.2,True,,False,False
20250514_aime_coder,swe-bench,verified,Aime-coder v1 + Anthopic Claude 3.7 Sonnet,,Aime-coder v1,ByteDance DevInfra,"[""claude-3-7-sonnet-20250219""]",Claude 3.7 Sonnet,Anthropic,,2+,False,false,False,false,False,false,332,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250514_aime_coder/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250514_aime_coder/trajs""}",external/swebench-experiments/evaluation/verified/20250514_aime_coder/metadata.yaml,external/swebench-experiments/evaluation/verified/20250514_aime_coder/results/results.json,332,500,66.4,True,,False,False
20250515_Refact_Agent,swe-bench,verified,Refact.ai Agent,,Refact.ai Agent,Refact.ai,"[""claude-3-7-sonnet-20250219"", ""o3"", ""o4-mini""]",Multiple,Anthropic,1.0,1,False,false,True,true,False,false,352,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250515_Refact_Agent/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250515_Refact_Agent/trajs""}",external/swebench-experiments/evaluation/verified/20250515_Refact_Agent/metadata.yaml,external/swebench-experiments/evaluation/verified/20250515_Refact_Agent/results/results.json,352,500,70.4,True,,False,False
20250516_cortexa_o3,swe-bench,verified,Nemotron-CORTEXA,,Nemotron-CORTEXA,NVIDIA,"[""NV-EmbedCode"", ""o3"", ""o3-mini"", ""o1"", ""gpt-4.1"", ""gpt-4o-2024-05-13"", ""gpt-4-turbo-2024-04-09"", ""claude-3-7-sonnet-20250219"", ""deepseek-v3"", ""Qwen/Qwen2.5-72B-Instruct"", ""meta-llama/Llama-3.1-405B-Instruct"", ""meta-llama/Llama-3.3-70B-Instruct""]",Multiple,OpenAI,,2+,False,false,True,true,False,false,341,121,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250516_cortexa_o3/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250516_cortexa_o3/trajs""}",external/swebench-experiments/evaluation/verified/20250516_cortexa_o3/metadata.yaml,external/swebench-experiments/evaluation/verified/20250516_cortexa_o3/results/results.json,341,500,68.2,True,,False,False
20250519_devlo,swe-bench,verified,devlo,,devlo,devlo,"[""claude-3-7-sonnet-20250219"", ""o3"", ""gemini-2.5-pro""]",Multiple,Anthropic,1.0,1,False,false,False,false,False,false,351,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250519_devlo/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250519_devlo/trajs""}",external/swebench-experiments/evaluation/verified/20250519_devlo/metadata.yaml,external/swebench-experiments/evaluation/verified/20250519_devlo/results/results.json,351,500,70.2,True,,False,False
20250519_trae,swe-bench,verified,TRAE,,TRAE,,[],Undisclosed,,,2+,False,false,False,false,False,false,353,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250519_trae/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250519_trae/trajs""}",external/swebench-experiments/evaluation/verified/20250519_trae/metadata.yaml,external/swebench-experiments/evaluation/verified/20250519_trae/results/results.json,353,500,70.6,True,,False,False
20250520_openhands_devstral_small,swe-bench,verified,OpenHands + DevStral Small 2505,,OpenHands,OpenHands,"[""mistralai/Devstral-Small-2505""]",DevStral Small 2505,Mistral,1.0,1,True,true,True,true,True,true,234,5,3,"{""logs"": ""s3://swe-bench-submissions/verified/20250520_openhands_devstral_small/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250520_openhands_devstral_small/trajs""}",external/swebench-experiments/evaluation/verified/20250520_openhands_devstral_small/metadata.yaml,external/swebench-experiments/evaluation/verified/20250520_openhands_devstral_small/results/results.json,234,500,46.8,True,,False,False
20250522_sweagent_claude-4-sonnet-20250514,swe-bench,verified,SWE-agent + Claude 4 Sonnet,,SWE-agent,SWE-agent,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,True,true,True,true,False,false,333,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_sweagent_claude-4-sonnet-20250514/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_sweagent_claude-4-sonnet-20250514/trajs""}",external/swebench-experiments/evaluation/verified/20250522_sweagent_claude-4-sonnet-20250514/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_sweagent_claude-4-sonnet-20250514/results/results.json,333,500,66.6,True,,False,False
20250522_tools_claude-4-opus,swe-bench,verified,Tools + Claude 4 Opus (2025-05-22),,Tools,,"[""claude-4-opus-20250514""]",Claude 4 Opus,Anthropic,1.0,1,False,false,False,false,False,false,366,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-opus/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-opus/trajs""}",external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-opus/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-opus/results/results.json,366,500,73.2,True,,False,False
20250522_tools_claude-4-sonnet,swe-bench,verified,Tools + Claude 4 Sonnet (2025-05-22),,Tools,,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,False,false,False,false,False,false,362,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-sonnet/results/results.json,362,500,72.4,True,,False,False
20250524_openhands_claude_4_sonnet,swe-bench,verified,OpenHands + Claude 4 Sonnet,,OpenHands,OpenHands,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,True,true,True,true,False,false,352,0,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250524_openhands_claude_4_sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250524_openhands_claude_4_sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250524_openhands_claude_4_sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250524_openhands_claude_4_sonnet/results/results.json,352,500,70.4,True,,False,False
20250527_amazon.nova-premier-v1.0,swe-bench,verified,Amazon Nova Premier 1.0 (2025-04-30),,Amazon Nova Premier 1.0,Amazon Nova,"[""amazon.nova-premier-v1:0""]",Amazon.nova Premier v1:0,,,2+,False,false,False,false,False,false,212,15,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250527_amazon.nova-premier-v1.0/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250527_amazon.nova-premier-v1.0/trajs""}",external/swebench-experiments/evaluation/verified/20250527_amazon.nova-premier-v1.0/metadata.yaml,external/swebench-experiments/evaluation/verified/20250527_amazon.nova-premier-v1.0/results/results.json,212,500,42.4,True,,False,False
20250528_patchpilot_Co-PatcheR,swe-bench,verified,PatchPilot + Co-PatcheR,,PatchPilot,,[],Co-PatcheR,,,2+,False,false,True,true,True,true,230,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250528_patchpilot_Co-PatcheR/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250528_patchpilot_Co-PatcheR/trajs""}",external/swebench-experiments/evaluation/verified/20250528_patchpilot_Co-PatcheR/metadata.yaml,external/swebench-experiments/evaluation/verified/20250528_patchpilot_Co-PatcheR/results/results.json,230,500,46.0,True,,False,False
